name,image,class,subclass,tags,durability,strength,range,arrows,defense,defense_upgrade_lvl1,defense_upgrade_lvl2,defense_upgrade_lvl3,defense_upgrade_lvl4,bonus,description,selling_price,bonus_set,upgrade_1,upgrade_2,upgrade_3,upgrade_4,armor_upgrade,where_to_find,notes
Wooden Bow,BotW_Wooden_Bow_Icon.png?version=f03b2a790043b54e79192ae4284917c7 (https://dl.airtable.com/MNfPaDGIQSyejMShNGv0_BotW_Wooden_Bow_Icon.png%3Fversion%3Df03b2a790043b54e79192ae4284917c7),Bow,,,20,4,1,20,,,,,,,"This wooden bow may not be the most reliable for battling monsters, but it is excellent for hunting small animals.",,,,,,,,,
Arrow,,Bow,Arrow,,,,,,,,,,,,,,,,,,,,,
Ancient Arrow,BotW_Ancient_Arrow_Icon.png?version=bbceb43f208bee47ab3246bdd1ae3488 (https://dl.airtable.com/gtwReHY9T4KOMxDHwn2j_BotW_Ancient_Arrow_Icon.png%3Fversion%3Dbbceb43f208bee47ab3246bdd1ae3488),Bow,Arrow,,,,,,,,,,,,,,,,,,,,,
Fire Arrow,,Bow,Arrow,,,,,,,,,,,,,,,,,,,,,
Shock Arrow,BotW_Shock_Arrow_Icon.png?version=05833b464b2a280d99c0d6e292ab75c7 (https://dl.airtable.com/KjT6SH7bRWad3h9jp2oE_BotW_Shock_Arrow_Icon.png%3Fversion%3D05833b464b2a280d99c0d6e292ab75c7),Bow,Arrow,,,,,,,,,,,,,,,,,,,,,
Light Arrow,,Bow,Arrow,,,,,,,,,,,,,,,,,,,,,
Bomb Arrow,,Bow,Arrow,,,,,,,,,,,,,,,,,,,,,
Silver Arrow,,Bow,Arrow,,,,,,,,,,,,,,,,,,,,,
Ancient Cuirass,BotW_Ancient_Cuirass_Icon.png?version=291571a345c7ebda2309bbd44bdfbcdf (https://dl.airtable.com/EJOJnNbvTkOqF9DYkjDR_BotW_Ancient_Cuirass_Icon.png%3Fversion%3D291571a345c7ebda2309bbd44bdfbcdf),Armor,Body,,,,,,4,7,12,18,28,Guardian Resist,This armor was created by ancient Sheikah technology using Guardian parts. Equipping it will reduce the damage you take from ancient weaponry.,125,Ancient Proficiency,"Ancient Screw x5, Ancient Spring x5","Ancient Spring x15, Ancient Gear x10","Ancient Shaft x15, Ancient Core x5","Star Fragment x1, Giant Ancient Core x2","Ancient Screw,Ancient Spring",Akkala Ancient Tech Lab,
Barbarian Armor,BotW_Barbarian_Armor_Icon.png?version=84ba96bf54f33cd43e020e64b6e3b966 (https://dl.airtable.com/SNpKSJvUTNmRp5eQkaap_BotW_Barbarian_Armor_Icon.png%3Fversion%3D84ba96bf54f33cd43e020e64b6e3b966),Armor,Body,,,,,,3,4,8,12,20,Attack,Armor once favored by an ancient warlike tribe from the Faron region. The war paint bolsters your fighting spirit and raises your attack power.,600,Charge Attack Stamina,Lynel Horn x1,"Lynel Horn x3, Lynel Hoof x2","Lynel Hoof x4, Lynel Guts x1","Lynel Guts x2, Shard of Dinraal's Horn x1","Lynel Horn,Lynel Guts,Lynel Hoof,Shard of Dinraal's Horn",Shrine - Dila Maag,
Champion's Tunic,BotW_Champion%27s_Tunic_Icon.png?version=0f0062fb6795a3f62f4528b176ef4466 (https://dl.airtable.com/CgWRZiMpTdanDe6lOyy4_BotW_Champion%2527s_Tunic_Icon.png%3Fversion%3D0f0062fb6795a3f62f4528b176ef4466),Armor,Body,,,,,,5,8,14,22,32,See Enemy HP,"In ancient Hyrule, this garment could only be worn by one who had earned the respect of the royal family. Equipping it will reveal an enemy's life gauge.",,,Silent Princess x3,"Silent Princess x3, Shard of Farosh's Horn x2","Silent Princess x3, Shard of Naydra's Horn x2","Silent Princess x10, Shard of Dinraal's Horn x2","Silent Princess,Shard of Farosh's Horn,Shard of Naydra's Horn,Shard of Dinraal's Horn",Impa/Kakariko Village,
Climbing Gear,BotW_Climbing_Gear_Icon.png?version=785c3dcadda15370d99e093f687e0fd4 (https://dl.airtable.com/6ORWqTF0QPi6yQq6AuZT_BotW_Climbing_Gear_Icon.png%3Fversion%3D785c3dcadda15370d99e093f687e0fd4),Armor,Body,,,,,,3,5,8,12,20,Climb Speed,The ancient technology in this gear will make you a better climber. The special no-slip gloves help you use your energy more efficiently to facilitate nimble climbing.,600,Climb Stamina,"Keese Wing x3, Rushroom x3","Electric Keese Wing x5, Hightail Lizard x5","Ice Keese Wing x5, Hot-Footed Frog x10","Fire Keese Wing x5, Swift Violet x15","Keese Wing,Rushroom,Electric Keese Wing,Hightail Lizard,Ice Keese Wing,Hot-Footed Frog,Fire Keese Wing,Swift Violet",Shrine - Chaas Qeta,
Dark Tunic,BotW_Dark_Tunic_Icon.png?version=e04ba00078e365f0410ceea2cb6f7c3d (https://dl.airtable.com/75Rz6j9iRhekdRwEVSXN_BotW_Dark_Tunic_Icon.png%3Fversion%3De04ba00078e365f0410ceea2cb6f7c3d),Armor,Body,,,,,,3,,,,,,Kilton developed this jet-black armor as a result of his monster research. A spurious replica of the green outfit once worn by a legendary hero.,9,Night Speed,,,,,,Kilton's Shop,
Desert Voe Spaulder,BotW_Desert_Voe_Spaulder_Icon.png?version=0de06e23ede304e2bf3d79f6309997a8 (https://dl.airtable.com/zMnWrhnRUGeZjbldigDL_BotW_Desert_Voe_Spaulder_Icon.png%3Fversion%3D0de06e23ede304e2bf3d79f6309997a8),Armor,Body,,,,,,3,5,8,12,20,Heat Resist,"Armor for males sold rarely by Gerudo retailers. It contains sapphire, which harnesses the power of ice to make hot climates more tolerable.",325,Shock Resist,White Chuchu Jelly x3,"White Chuchu Jelly x5, Ice keese Wing x3","Ice Keese Wing x8, Icy Lizalfos Tail x3 ","Icy Lizalfos Tail x10, Sapphire x5","White Chuchu Jelly,Ice Keese Wing,Lizalfos Tail,Sapphire",GSC or Tarrey Town,
Fierce Deity Armor,BotW_Fierce_Deity_Armor_Icon.png?version=4249aa8b7cdd2d4bfcdf075226fa0a77 (https://dl.airtable.com/7JffrlTLuFNIkcmbdx1w_BotW_Fierce_Deity_Armor_Icon.png%3Fversion%3D4249aa8b7cdd2d4bfcdf075226fa0a77),Armor,Body,,,,,,3,5,8,12,20,Attack,"Legend has it this armor once belonged to the hero of a world in which the moon threatened to fall. When you wear it, you feel a fierce, godlike power flow through you.",125,Charge Attack Stamina,"Hinox Toenail x5, Naydra's Scale x1","Hinox Tooth x5, Naydra's Claw x1","Hinox Guts x5, Shard of Naydra's Fang x1","Lynel Guts x5, Shard of Naydra's Horn x1","Hinox Toenail,Naydra's Scale,Hinox Tooth,Naydra's Claw,Hinox Guts,Shard of Naydra's Fang,Lynel Guts,Shard of Naydra's Horn",Amiibo -,
Flamebreaker Armor,BotW_Flamebreaker_Armor_Icon.png?version=f943bda0298a7cb2e81abf54bb6e8831 (https://dl.airtable.com/o3me4byQQoqwlO0BPIdT_BotW_Flamebreaker_Armor_Icon.png%3Fversion%3Df943bda0298a7cb2e81abf54bb6e8831),Armor,Body,,,,,,3,5,8,12,20,Flame Guard,Armor crafted by Gorons for Hylians curious enough to visit Goron City. It's made from fire-resistant rocks to protect the wearer.,150,Fireproof,"Fireproof Lizard x1, Moblin Horn x2","Fireproof Lizard x3, Moblin Fang x4","Smotherwing Butterfly x3, Moblin Guts x3","Smotherwing Butterfly x5, Hinox Guts x2","Fireproof Lizard,Moblin Horn,Moblin Fang,Smotherwing Butterfly,Moblin Guts,Hinox Guts",Goron City,
Gerudo Top,BotW_Gerudo_Top_Icon.png?version=5a5894ebe4564ed23d2e65c7fd8150e2 (https://dl.airtable.com/Rp3xvfUTG211yD5IaupC_BotW_Gerudo_Top_Icon.png%3Fversion%3D5a5894ebe4564ed23d2e65c7fd8150e2),Armor,Body,,,,,,1,,,,,Gerudo Town Entry,"Standard Gerudo garb popular for its open, breathable design and for the traditional Gerudo markings that adorn it.",45,Heat Resist,,,,,,Tranny in Desert Oasis,
Hylian Tunic,BotW_Hylian_Tunic_Icon.png?version=af92a6673daf1d03d1c0784e4faa5df7 (https://dl.airtable.com/NlEtV0hzTPeYZkqGSxWB_BotW_Hylian_Tunic_Icon.png%3Fversion%3Daf92a6673daf1d03d1c0784e4faa5df7),Armor,Body,,,,,,3,5,8,12,20,,"A common garb that achieved widespread popularity in Hyrule, particularly among travelers. Its light-yet-sturdy fabric doesn't limit movement.",30,,Bokoblin Horn x5,"Bokoblin Horn x8, Bokoblin Fang x5","Bokoblin Fang x10, Bokoblin Guts x5","Bokoblin Guts x15, Amber x15","Bokoblin Horn,Bokoblin Fang,Bokoblin Guts,Amber",Hateno Village,
Nintendo Switch Shirt,BotW_Nintendo_Switch_Shirt_Icon.png?version=2bf923e078fdfa4936b58dd850ed18a6 (https://dl.airtable.com/iAALvIqwTg6C1jrxwPfF_BotW_Nintendo_Switch_Shirt_Icon.png%3Fversion%3D2bf923e078fdfa4936b58dd850ed18a6),Armor,Body,,,,,,1,,,,,,"Expansion Pass Bonus A shirt with the Nintendo Switch logo on it. It's a rare article, if you sell it, you can't get it back, so wear it with pride!",,,,,,,,,
Old Shirt,BotW_Old_Shirt_Icon.png?version=24ab54a2de7ba185a16442d5be29fb46 (https://dl.airtable.com/Ubes0JINTnWyTocMy8ZA_BotW_Old_Shirt_Icon.png%3Fversion%3D24ab54a2de7ba185a16442d5be29fb46),Armor,Body,,,,,,1,,,,,,"A thin shirt made long ago. It's coming apart at the seams, but it's better than nothing. The sleeves are a bit on the short side.",15,,,,,,,Shrine - Resurrection,
Phantom Armor,BotW_Phantom_Armor_Icon.png?version=ab85716cd6cbfd2786d894dce53fd3ce (https://dl.airtable.com/FYUAJu7TBKXq45mAPfRB_BotW_Phantom_Armor_Icon.png%3Fversion%3Dab85716cd6cbfd2786d894dce53fd3ce),Armor,Body,,,,,,8,,,,,Attack,"Myths abound about armored phantoms that terrorized brave heroes. This piece looks just like the armor they supposedly wore. If sold, this rare find can't be replaced.",,,,,,,,,
Radiant Shirt,BotW_Radiant_Shirt_Icon.png?version=e26e54c482df812592b212951bd8105f (https://dl.airtable.com/Uhdsr80qRWKSdjGqYwOk_BotW_Radiant_Shirt_Icon.png%3Fversion%3De26e54c482df812592b212951bd8105f),Armor,Body,,,,,,3,5,8,12,20,Stal Lure,This shirt is sold at the Gerudo Secret Club. It glows with a strange pattern in the dark due to a dye made from crushed luminous stones.,200,Disguise and Bone Attack,"Luminous Stone x5, Bokoblin Guts x3","Luminous Stone x8, Moblin Guts x3","Luminous Stone x10, Molduga Guts x2","Luminous Stone x20, Lynel Guts x1","Luminous Stone,Bokoblin Guts,Moblin Guts,Molduga Guts,Lynel Guts",Gerudo Secret Club,
Rubber Armor,BotW_Rubber_Armor_Icon.png?version=46d6f3ed53649b2278970e1283bd8f08 (https://dl.airtable.com/hoi9fvX0Sd2pOypsoXbd_BotW_Rubber_Armor_Icon.png%3Fversion%3D46d6f3ed53649b2278970e1283bd8f08),Armor,Body,,,,,,3,5,8,12,20,Shock Resist,"This armor has built-in electricity resistance thanks to its source material—an ancient marvel called ""rubber."" Such technology does not exist in this modern age.",600,Unshockable,Yellow Chuchu Jelly x3,"Yellow Chuchu Jelly x5, Voltfruit x5","Zapshroom x5, Yellow Lizalfos Tail x5","Yellow Lizalfos Tail x10, Topaz x10","Yellow Chuchu Jelly,Voltfruit,Zapshroom,Yellow Lizalfos Tail,Topaz",Shrine - Toh Yahsa,
Snowquill Tunic,BotW_Snowquill_Tunic_Icon.png?version=3831383f418341ffd17d0dfaceb860eb (https://dl.airtable.com/bf3FoXnDS9aaxuOEVVqn_BotW_Snowquill_Tunic_Icon.png%3Fversion%3D3831383f418341ffd17d0dfaceb860eb),Armor,Body,,,,,,3,5,8,12,20,Cold Resist,"Lined with molted Rito feathers, this tunic was made by Rito artisans for Hylians visiting cold climates. The feathers are stacked in each layer to retain body heat.",250,Unfreezable,Red Chuchu Jelly x3,"Red Chuchu Jelly x5, Warm Saffina x3","Fire Keese Wing x8, Sunshroom x5","Red Lizalfos Tail x10, Ruby x5","Red Chuchu Jelly,Warm Safflina,Fire Keese Wing,Sunshroom,Red Lizalfos Tail,Ruby",Rito Village,
Soldier's Armor,BotW_Soldier%27s_Armor_Icon.png?version=2548810bb46566087ad6cf28c0a887ef (https://dl.airtable.com/QjN2XjUeQDC43anLTvzF_BotW_Soldier%2527s_Armor_Icon.png%3Fversion%3D2548810bb46566087ad6cf28c0a887ef),Armor,Body,,,,,,4,7,12,18,24,,"Hyrulean guards praised this armor for its superior defense. Made from sturdy plates of metal, the high level of craftsmanship that went into it is obvious with just a glance.",45,,"Chuchu Jelly x5, Bokoblin Guts x3","Keese Wing x5, Moblin Guts x3","Lizalfos Tail x5, Hinox Guts x3","Lynel Hoof x4, Lynel Guts x2","Chuchu Jelly,Bokoblin Guts,Keese Wing,Moblin Guts,Lizalfos Tail,Hinox Guts,Lynel Hoof,Lynel Guts",Hateno Village,
Stealth Chest Guard,BotW_Stealth_Chest_Guard_Icon.png?version=c985e3a942219ffbafd20e350241afb1 (https://dl.airtable.com/mz9rNdbiSaaIJIgmt1o2_BotW_Stealth_Chest_Guard_Icon.png%3Fversion%3Dc985e3a942219ffbafd20e350241afb1),Armor,Body,,,,,,2,4,6,9,16,Stealth,"Armor designed for stealth, passed down through the Sheikah tribe. The special fabrics suppress the rustling of clothes even when moving quickly.",175,Night Speed,Blue Nightshade x3,"Blue Nightshade x5, Sunset Firefly x5","Silent Shroom x8, Sneaky River Snail x5","Stealthfin Trout x10, Silent Princess x5","Blue Nightshade,Sunset Firefly,Silent Shroom,Sneaky River Snail,Stealthfin Trout,Silent Princess",Kakariko Village,
Tingle's Shirt,BotW_Tingle%27s_Shirt_Icon.png?version=0d3714b3fe45b87d866a8d5505e95739 (https://dl.airtable.com/ymNffmfyR7iEvNn5Fc3e_BotW_Tingle%2527s_Shirt_Icon.png%3Fversion%3D0d3714b3fe45b87d866a8d5505e95739),Armor,Body,,,,,,2,,,,,,"There was once a man who claimed to be the very reincarnation of a fairy. He tresured this shirt, and so will you. Kooloo-Limpah! If sold, this rare find can't be replaced.",,,,,,,,,
Tunic of the Hero,BotW_Tunic_of_the_Hero_Icon.png?version=c9fcf87189a47594375c12824980ea0c (https://dl.airtable.com/TIMdhkXTzmrNLg2FpfBL_BotW_Tunic_of_the_Hero_Icon.png%3Fversion%3Dc9fcf87189a47594375c12824980ea0c),Armor,Body,,,,,,3,5,8,12,20,,"Legend has it this armor was once cherished by a hero from ancient times. Its design is rather simple, but it's such a traditional look.",125,Master Sword Beam,"Ruby x1, Star Fragment x1","Ruby x3, Star Fragment x2","Ruby x5, Star Fragment x3","Ruby x10, Star Fragment x4","Star Fragment,Ruby",Amiibo - 8-bit Link,
Tunic of Time,BotW_Tunic_of_Time_Icon.png?version=9a5cb855675dfce726428e5ed93db04d (https://dl.airtable.com/RJ1R2sp2RTqWVavrDpNn_BotW_Tunic_of_Time_Icon.png%3Fversion%3D9a5cb855675dfce726428e5ed93db04d),Armor,Body,,,,,,3,5,8,12,20,,"Legend has it this armor was once worn by a hero who traveled through time. Strangely, its special design is fitted for children and adults alike.",125,Master Sword Beam,"Amber x3, Star Fragment x1","Amber x5, Star Fragment x2","Amber x15, Star Fragment x3","Amber x30, Star Fragment x4",Star Fragment,Amiibo - Ocarina of Time,
Tunic of Twilight,BotW_Tunic_of_Twilight_Icon.png?version=88e9aba4f4d251f563986a372babd91d (https://dl.airtable.com/b4gpCTM2ToOG2jmnJ1GT_BotW_Tunic_of_Twilight_Icon.png%3Fversion%3D88e9aba4f4d251f563986a372babd91d),Armor,Body,,,,,,3,5,8,12,20,,Legend has it this armor was once worn by a hero who battled the monsters of twilight. There still seems to be some hair clinging to it... Looks like it may be from a wolf?,125,Master Sword Beam,"Topaz x3, Star Fragment x1","Topaz x5, Star Fragment x2","Topaz x15, Star Fragment x3","Topaz x30, Star Fragment x4",Star Fragment,Amiibo - SSB Link ,
Tunic of the Wild,BotW_Tunic_of_the_Wild_Icon.png?version=a2d8d91fb50f45de67055f48d4c396b8 (https://dl.airtable.com/zKyYWYTcKmoi9WnTLEUw_BotW_Tunic_of_the_Wild_Icon.png%3Fversion%3Da2d8d91fb50f45de67055f48d4c396b8),Armor,Body,,,,,,4,7,12,18,28,,"This armor was apparently crafted for a hero who travels the wilds. Strangely enough, it's just your size.",125,Master Sword Beam,"Acorn x10, Farosh's Scale x2","Courser Bee Honey x5, Farosh's Claw x2","Energetic Rhino Beetle x5, Farosh's Fang x2","Star Fragment x1, Farosh's Horn x2","Star Fragment,Acorn,Farosh's Scale,Courser Bee Honey,Farosh's Claw,Energetic Rhino Beetle,Shard of Farosh's Fang,Shard of Farosh's Horn",Find all 120 Shrines,
Tunic of the Wind,BotW_Tunic_of_the_Wind_Icon.png?version=fd9a8b9c26e08b1faef881849c3dd4ae (https://dl.airtable.com/8zHJd46SVOrdgeoMIuJS_BotW_Tunic_of_the_Wind_Icon.png%3Fversion%3Dfd9a8b9c26e08b1faef881849c3dd4ae),Armor,Body,,,,,,3,5,8,12,20,,Legend has it this armor was once cherished by a hero who sailed the Great Sea. It's said to have been a gift from his grandmother.,125,Master Sword Beam,"Opal x3, Star Fragment x1","Opal x5, Star Fragment x3","Opal x15, Star Fragment x3","Opal x30, Star Fragment x4",Star Fragment,Amiibo - Toon/WW Link,
Tunic of the Sky,BotW_Tunic_of_the_Sky_Icon.png?version=565b707cdd34a291438e56161d3cf176 (https://dl.airtable.com/aNKnzKTQKS61jrAIzMAO_BotW_Tunic_of_the_Sky_Icon.png%3Fversion%3D565b707cdd34a291438e56161d3cf176),Armor,Body,,,,,,3,5,8,12,20,,Legend has it this armor was once worn by a hero who appeared from the sky riding atop a mighty bird. Apparently it was presented to celebrate the completion of a ceremony.,125,Master Sword Beam,"Sapphire x1, Star Fragment x1","Sapphire x3, Star Fragment x2","Sapphire x5, Star Fragment x3","Sapphire x10, Star Fragment x4","Star Fragment,Sapphire",Amiibo -,
Warm Doublet,BotW_Warm_Doublet_Icon.png?version=c93ee23fae1c002bce30146b81da8454 (https://dl.airtable.com/XngULs2Q1e8VY9MWwVov_BotW_Warm_Doublet_Icon.png%3Fversion%3Dc93ee23fae1c002bce30146b81da8454),Armor,Body,,,,,,1,,,,,Cold Resist,A warm pullover typically worn by mountain folk. Its sturdy fabric and thick gloves are great at retaining body heat.,20,,,,,,,Old Man,
Zora Armor,BotW_Zora_Armor_Icon.png?version=2346088e10dc7d9c53d6c7026c71ba02 (https://dl.airtable.com/h6py5ZNXSvmlqoTZIXJX_BotW_Zora_Armor_Icon.png%3Fversion%3D2346088e10dc7d9c53d6c7026c71ba02),Armor,Body,,,,,,3,5,8,12,20,Swim Speed,Custom armor painstakingly crafted by each generation's Zora princess for her future husband. Wearing it will give you the ability to swim up waterfalls.,,Swim Dash Stamina,Lizalfos Horn x3,"Lizalfos Talon x5, Hyrule Bass x5","Lizalfos Tail x3, Hearty Bass x5","Lizalfos Tail x10, Opal x15","Lizalfos Horn,Lizalfos Talon,Hyrule Bass,Lizalfos Tail,Hearty Bass,Opal",Chest in Toto Lake,
Amber Earrings,BotW_Amber_Earrings_Icon.png?version=38203de1345b3db419310f79e3bc3c6f (https://dl.airtable.com/y3LDrkQjKHlUwqfeGWyw_BotW_Amber_Earrings_Icon.png%3Fversion%3D38203de1345b3db419310f79e3bc3c6f),Armor,Head,,,,,,4,7,12,18,28,Heat Resist,"One of the items sold by the Gerudo jeweler. These earrings are made with amber, a gem that harnesses the power of the land to increase defense when equipped.",25,,"Amber x5, Flint x3",Amber x10 Flint x3,Amber x20 Flint x3,Amber x30 Flint x3,"Amber,Flint",Gerudo Secret Club,
Ancient Helm,BotW_Ancient_Helm_Icon.png?version=08ac5429abfc5cdbba313e516df6d853 (https://dl.airtable.com/fRlwvFz8SD6WAnHbwCPH_BotW_Ancient_Helm_Icon.png%3Fversion%3D08ac5429abfc5cdbba313e516df6d853),Armor,Head,,,,,,4,7,12,18,28,Guardian Resist,This headgear is the result of Robbie's research. It uses Guardian parts to decrease damage from ancient energy attacks.,125,Ancient Proficiency,"Ancient Screw x5, Ancient Spring x5","Ancient Spring x15, Ancient Gear x10","Ancient Shaft x15, Ancient Core x5","Star Fragment x1, Giant Ancient Core x2","Ancient Screw,Ancient Spring",Akkala Ancient Tech Lab,
Barbarian Helm,BotW_Barbarian_Helm_Icon.png?version=4a46260bca2cde792e4cdd11b263c190 (https://dl.airtable.com/XG2S6d64TIyu1HoMhvIe_BotW_Barbarian_Helm_Icon.png%3Fversion%3D4a46260bca2cde792e4cdd11b263c190),Armor,Head,,,,,,3,4,8,12,20,Attack,"A helmet once worn by the warriors of an ancient warlike tribe from the Faron region. Wearing it draws out your inner animal, increasing your strength and battle prowess.",600,Charge Attack Stamina,Lynel Horn x1,"Lynel Horn x3, Lynel Hoof x2","Lynel Hoof x4, Lynel Guts x1","Lynel Guts x1, Shard of Dinraal's Horn x1","Lynel Horn,Lynel Guts,Lynel Hoof,Shard of Dinraal's Horn",Shrine - Tu Ka'loh,
Bokoblin Mask,BotW_Bokoblin_Mask_Icon.png?version=b291486168d9b7ee9849cd12e94b0e1b (https://dl.airtable.com/lC2szU6bTumstZNArIZ0_BotW_Bokoblin_Mask_Icon.png%3Fversion%3Db291486168d9b7ee9849cd12e94b0e1b),Armor,Head,,,,,,3,,,,,Bokoblin Disguise,"Kilton's handmade Bokoblin headgear. It's almost charming in a cute, monstrous kind of way... Equip it to blend in with Bokoblins.",,,,,,,,Kilton's Shop,
Cap of the Hero,BotW_Cap_of_the_Hero_Icon.png?version=daa38c2b8c4a4de39f0c2c10709317b1 (https://dl.airtable.com/mMd6XYFoQXWLi1mixJRG_BotW_Cap_of_the_Hero_Icon.png%3Fversion%3Ddaa38c2b8c4a4de39f0c2c10709317b1),Armor,Head,,,,,,3,5,8,12,20,,"According to legend, this cap was once treasured by an ancient hero. It's quite the simple cap, yet there's something about it that's just so appealing...",125,Master Sword Beam,"Ruby x1, Star Fragment x1","Ruby x3, Star Fragment x2","Ruby x5, Star Fragment x3","Ruby x10, Star Fragment x4","Ruby,Star Fragment",Amiibo - 8-bit Link,
Cap of the Wild,BotW_Cap_of_the_Wild_Icon.png?version=0c88d641811116dc2e08b4c510bf8ec8 (https://dl.airtable.com/3KE7GcSGRSeh5Ulfgt5T_BotW_Cap_of_the_Wild_Icon.png%3Fversion%3D0c88d641811116dc2e08b4c510bf8ec8),Armor,Head,,,,,,4,7,12,18,28,,"According to legend, this cap was crafted for a hero who travels the wild lands. Wearing it just feels so right.",125,Master Sword Beam,"Acorn x10, Farosh's Scale x2","Courser Bee Honey x5, Farosh's Claw x2","Energetic Rhino Beetle x5, Farosh's Fang x2","Star Fragment x1, Farosh's Horn x2","Acorn,Farosh's Scale,Courser Bee Honey,Farosh's Claw,Energetic Rhino Beetle,Shard of Farosh's Fang,Star Fragment,Shard of Farosh's Horn",Find all 120 Shrines,
Cap of the Wind,BotW_Cap_of_the_Wind_Icon.png?version=8faa79dfee6b4b017270746eec8d7cca (https://dl.airtable.com/SYAo9Lx5SoGeyi19rzXs_BotW_Cap_of_the_Wind_Icon.png%3Fversion%3D8faa79dfee6b4b017270746eec8d7cca),Armor,Head,,,,,,3,5,8,12,20,,"According to legend, this cap was treasured by a hero who traveled the Great Sea. It flaps quite serenely in a soft sea breeze.",125,Master Sword Beam,"Opal x3, Star Fragment x1","Opal x5, Star Fragment x3","Opal x15, Star Fragment x3","Opal x30, Star Fragment x4","Opal,Star Fragment",Amiibo - Toon/WW Link,
Cap of the Sky,BotW_Cap_of_the_Sky_Icon.png?version=21d7d3bb23cb7cc2cf58f6fc315d6f1f (https://dl.airtable.com/j62Jy4vkRJO7j7vUn1qP_BotW_Cap_of_the_Sky_Icon.png%3Fversion%3D21d7d3bb23cb7cc2cf58f6fc315d6f1f),Armor,Head,,,,,,3,5,8,12,20,,"According to legend, this cap was once worn by a hero who appeared from the sky riding a mighty bird. Perfect for those who long to take to the skies.",125,Master Sword Beam,"Sapphire x1, Star Fragment x1","Sapphire x3, Star Fragment x2","Sapphire x5, Star Fragment x3","Sapphire x10, Star Framgnet x4","Sapphire,Star Fragment",Amiibo -,
Cap of Time,BotW_Cap_of_Time_Icon.png?version=9a5a064c3df79045ac709abedfdc1e70 (https://dl.airtable.com/siAPF8V4TeChvFsehLMT_BotW_Cap_of_Time_Icon.png%3Fversion%3D9a5a064c3df79045ac709abedfdc1e70),Armor,Head,,,,,,3,5,8,12,20,,"According to legend, this cap was once worn by a hero who traveled through time. A truly timeless item perfect for kids and adults alike!",125,Master Sword Beam,"Amber x3, Star Fragment x1","Amber x5, Star Fragment x2","Amber x15, Star Fragment x3","Amber x30, Star Fragment x4","Amber,Star Fragment",Amiibo - Ocarina of Time,
Cap of Twilight,BotW_Cap_of_Twilight_Icon.png?version=906cade7c9a063597650925e2cbbb546 (https://dl.airtable.com/hkaTbNroQgGpPPpy74mF_BotW_Cap_of_Twilight_Icon.png%3Fversion%3D906cade7c9a063597650925e2cbbb546),Armor,Head,,,,,,3,5,8,12,20,,"According to legend, this cap was once worn by a hero who battled the monsters of twilight. For one reason or another, it seems to smell of some beast...",125,Master Sword Beam,"Topaz x3, Star Fragment x1","Topaz x5, Star Fragment x2","Topaz x15, Star Fragment x3","Topaz x30, Star Fragment x4","Topaz,Star Fragment",Amiibo - SSB Link ,
Climber's Bandanna,BotW_Climber%27s_Bandanna_Icon.png?version=bc0e2e80b1f2f338735d582d56aa9046 (https://dl.airtable.com/sWaOPNbhTTaASgNmS5a8_BotW_Climber%2527s_Bandanna_Icon.png%3Fversion%3Dbc0e2e80b1f2f338735d582d56aa9046),Armor,Head,,,,,,3,5,8,12,20,Climb Speed,"It may look like a regular bandanna, but it's actually infused with ancient technology that enhances core strength to improve your climbing ability.",600,Climb Stamina,"Keese Wing x3, Rushroom x3","Electric Keese Wing x5, Hightail Lizard x5","Ice Keese Wing x5, Hot-Footed Frog x10","Fire Keese Wing x5, Swift Violet x15","Keese Wing,Rushroom,Electric Keese Wing,Hightail Lizard,Ice Keese Wing,Hot-Footed Frog,Fire Keese Wing,Swift Violet",Shrine - Ree Dahee,
Dark Hood,BotW_Dark_Hood_Icon.png?version=c09e2434172de76a3fcf44cd35c39e96 (https://dl.airtable.com/oYQXptVqRqeZxOYvB1yy_BotW_Dark_Hood_Icon.png%3Fversion%3Dc09e2434172de76a3fcf44cd35c39e96),Armor,Head,,,,,,3,,,,,,This headgear is the product of Kilton's monster research. He crafted it with a monster born from the shadows in mind. The eyes glow an eerie red in the dark.,9,Night Speed,,,,,,Kilton's Shop,
Desert Voe Headband,BotW_Desert_Voe_Headband_Icon.png?version=721b8d03ede839b0ff3385d5106ec10d (https://dl.airtable.com/PvZBPcERT6yGkbYJQ3hZ_BotW_Desert_Voe_Headband_Icon.png%3Fversion%3D721b8d03ede839b0ff3385d5106ec10d),Armor,Head,,,,,,3,5,8,12,20,Heat Resist,"Gerudo armor for males. Contains sapphire, which harnesses the power of ice to make the heat more bearable.",115,Shock Resistance,White Chuchu Jelly x3,"White Chuchu Jelly x5, Ice Keese Wing x3","Ice Keese Wing x8, Icy Lizalfox Tail x3","Icy Lizalfos Tail x10, Sapphire x5","White Chuchu Jelly,Ice Keese Wing,Lizalfos Tail,Sapphire",Gerudo Secret Club,
